run_id,collection_round,execution_position,card_id,provider,api_model_id,repetition
S_P-CIO-1_google_05,5,33,P-CIO-1,google,gemini-3.1-pro-preview,5
S_P-CIO-1_anthropic_05,5,34,P-CIO-1,anthropic,claude-opus-5,5
S_P-CFO-3_openai_05,5,35,P-CFO-3,openai,gpt-5.6-sol,5
S_P-CIO-5_moonshot_05,5,36,P-CIO-5,moonshot,kimi-k3,5
S_P-COO-1_anthropic_05,5,37,P-COO-1,anthropic,claude-opus-5,5
S_P-CIO-2_anthropic_05,5,38,P-CIO-2,anthropic,claude-opus-5,5
S_P-CIO-1_openai_05,5,39,P-CIO-1,openai,gpt-5.6-sol,5
S_P-COO-4_moonshot_05,5,40,P-COO-4,moonshot,kimi-k3,5
S_P-COO-5_xai_05,5,41,P-COO-5,xai,grok-4.5,5
S_P-CFO-2_google_05,5,42,P-CFO-2,google,gemini-3.1-pro-preview,5
S_P-COO-5_moonshot_05,5,43,P-COO-5,moonshot,kimi-k3,5
S_P-COO-2_anthropic_05,5,44,P-COO-2,anthropic,claude-opus-5,5
S_P-COO-1_openai_05,5,45,P-COO-1,openai,gpt-5.6-sol,5
S_P-CFO-4_openai_05,5,46,P-CFO-4,openai,gpt-5.6-sol,5
S_P-CIO-5_anthropic_05,5,47,P-CIO-5,anthropic,claude-opus-5,5
S_P-CIO-4_xai_05,5,48,P-CIO-4,xai,grok-4.5,5
S_P-CIO-2_openai_05,5,49,P-CIO-2,openai,gpt-5.6-sol,5
S_P-CFO-3_xai_05,5,50,P-CFO-3,xai,grok-4.5,5
S_P-COO-5_anthropic_05,5,51,P-COO-5,anthropic,claude-opus-5,5
S_P-COO-5_openai_05,5,52,P-COO-5,openai,gpt-5.6-sol,5
S_P-COO-1_google_05,5,53,P-COO-1,google,gemini-3.1-pro-preview,5
S_P-CFO-2_openai_05,5,54,P-CFO-2,openai,gpt-5.6-sol,5
S_P-CFO-4_moonshot_05,5,55,P-CFO-4,moonshot,kimi-k3,5
S_P-COO-4_openai_05,5,56,P-COO-4,openai,gpt-5.6-sol,5
S_P-CIO-3_openai_05,5,57,P-CIO-3,openai,gpt-5.6-sol,5
S_P-COO-2_openai_05,5,58,P-COO-2,openai,gpt-5.6-sol,5
S_P-COO-1_xai_05,5,59,P-COO-1,xai,grok-4.5,5
S_P-CIO-1_moonshot_05,5,60,P-CIO-1,moonshot,kimi-k3,5
S_P-CFO-3_google_05,5,61,P-CFO-3,google,gemini-3.1-pro-preview,5
S_P-COO-3_anthropic_05,5,62,P-COO-3,anthropic,claude-opus-5,5
S_P-COO-3_moonshot_05,5,63,P-COO-3,moonshot,kimi-k3,5
S_P-CFO-4_anthropic_05,5,64,P-CFO-4,anthropic,claude-opus-5,5
S_P-CIO-3_anthropic_05,5,65,P-CIO-3,anthropic,claude-opus-5,5
S_P-CFO-2_anthropic_05,5,66,P-CFO-2,anthropic,claude-opus-5,5
S_P-CFO-2_xai_05,5,67,P-CFO-2,xai,grok-4.5,5
S_P-COO-4_xai_05,5,68,P-COO-4,xai,grok-4.5,5
S_P-CIO-4_google_05,5,69,P-CIO-4,google,gemini-3.1-pro-preview,5
S_P-CFO-5_anthropic_05,5,70,P-CFO-5,anthropic,claude-opus-5,5
S_P-CIO-5_xai_05,5,71,P-CIO-5,xai,grok-4.5,5
S_P-CIO-2_google_05,5,72,P-CIO-2,google,gemini-3.1-pro-preview,5
S_P-CFO-1_xai_05,5,73,P-CFO-1,xai,grok-4.5,5
S_P-CIO-3_moonshot_05,5,74,P-CIO-3,moonshot,kimi-k3,5
S_P-CFO-5_xai_05,5,75,P-CFO-5,xai,grok-4.5,5
